"Call_Source","Call_Type","Create_Date","Create_Year","Create_Month","EventFirstDispatched","EventFirstArrive","EventFirstEnroute","LastKnownLatitude","LastKnownLongitude","FirstArriveEngine","StartTransport","TransportArrive","Close_Date","Municipality","Beat"
"PHONE","PS","1/4/2018 22:09",2018,1,"1/4/2018 22:09","1/4/2018 22:14","1/4/2018 22:10",39.90107638,-82.98658951,"E22","","","1/4/2018 22:20","COLUMBUS",14
"PHONE","AA","1/4/2018 22:11",2018,1,"1/4/2018 22:12","1/4/2018 22:21","1/4/2018 22:13",40.08113383,-82.87767166,"E29","","","1/4/2018 22:25","COLUMBUS",29
"PHONE","AA","1/4/2018 22:16",2018,1,"1/4/2018 22:16","1/4/2018 22:19","1/4/2018 22:17",39.95891198,-83.02924227,"E10","","","1/4/2018 22:43","COLUMBUS",10
"PHONE","AA","1/4/2018 22:22",2018,1,"1/4/2018 22:24","1/4/2018 22:31","1/4/2018 22:24",NA,NA,"","","","1/4/2018 22:39","COLUMBUS",6
"PHONE","AA","1/4/2018 22:41",2018,1,"1/4/2018 22:42","1/4/2018 22:46","1/4/2018 22:43",NA,NA,"","","","1/4/2018 22:50","COLUMBUS",24
"ANI/ALI","AA","1/4/2018 22:46",2018,1,"1/4/2018 22:47","1/4/2018 22:52","1/4/2018 22:48",39.97587014,-82.83702179,"E5","","","1/4/2018 23:01","COLUMBUS",5
"ANI/ALI","AAB","1/4/2018 22:59",2018,1,"1/4/2018 22:59","1/4/2018 23:03","1/4/2018 23:00",40.02373768,-82.98174336,"E16","","","1/4/2018 23:12","COLUMBUS",16
"PHONE","AA","1/4/2018 23:02",2018,1,"1/4/2018 23:02","1/4/2018 23:09","1/4/2018 23:02",39.96906458,-82.99637415,"E1","1/4/2018 23:14","1/4/2018 23:21","1/4/2018 23:48","COLUMBUS",8
"ANI/ALI","AA","1/4/2018 23:08",2018,1,"1/4/2018 23:09","1/4/2018 23:13","1/4/2018 23:10",40.08764848,-82.95993955,"E6","","","1/4/2018 23:23","COLUMBUS",6
"ANI/ALI","AA","1/4/2018 23:11",2018,1,"1/4/2018 23:11","1/4/2018 23:21","1/4/2018 23:11",NA,NA,"","","","1/4/2018 23:25","COLUMBUS",101
"PHONE","AAB","1/4/2018 23:23",2018,1,"1/4/2018 23:23","1/4/2018 23:29","1/4/2018 23:25",39.97275423,-83.14733958,"E26","","","1/4/2018 23:55","COLUMBUS",26
"ANI/ALI","AAB","1/4/2018 23:24",2018,1,"1/4/2018 23:25","1/4/2018 23:29","1/4/2018 23:25",40.0871047,-82.97518937,"E6","","","1/4/2018 23:33","COLUMBUS",6
"PHONE","AA","1/5/2018 00:03",2018,1,"1/5/2018 00:04","1/5/2018 00:09","1/5/2018 00:06",39.90662632,-82.82506203,"E32","","","1/5/2018 0:14","COLUMBUS",32
"ANI/ALI","AA","1/5/2018 04:27",2018,1,"1/5/2018 04:27","1/5/2018 04:34","1/5/2018 04:29",39.98539046,-82.93320401,"E20","1/5/2018 4:43","1/5/2018 4:55","1/5/2018 5:17","COLUMBUS",20
"PHONE","AA","1/5/2018 05:08",2018,1,"1/5/2018 05:09","1/5/2018 05:16","1/5/2018 05:11",39.9067798,-82.82515186,"E32","","","1/5/2018 5:25","COLUMBUS",32
"ANI/ALI","AA","1/5/2018 05:29",2018,1,"1/5/2018 05:29","1/5/2018 05:33","1/5/2018 05:31",39.99888224,-82.97659167,"E18","","","1/5/2018 5:36","COLUMBUS",18
"PHONE","AAB","1/5/2018 06:23",2018,1,"1/5/2018 06:24","1/5/2018 06:29","1/5/2018 06:25",39.87591499,-82.96384156,"E171","","","1/5/2018 6:39","OBETZ",171
"ANI/ALI","AAB","1/5/2018 06:32",2018,1,"1/5/2018 06:33","1/5/2018 06:38","1/5/2018 06:34",39.97277356,-83.14731836,"E26","","","1/5/2018 6:41","COLUMBUS",12
"ANI/ALI","PS","1/5/2018 07:03",2018,1,"1/5/2018 07:03","1/5/2018 07:13","1/5/2018 07:03",40.11133435,-83.0653638,"E27","1/5/2018 7:18","1/5/2018 7:46","1/5/2018 8:06","COLUMBUS",27
"ANI/ALI","VHS","1/5/2018 07:04",2018,1,"1/5/2018 07:05","1/5/2018 07:08","1/5/2018 07:05",39.99180877,-83.00336778,"E7","","","1/5/2018 7:12","COLUMBUS",7
"ANI/ALI","AAB","1/5/2018 07:38",2018,1,"1/5/2018 07:38","1/5/2018 07:44","1/5/2018 07:39",39.96898845,-82.96813779,"E8","","","1/5/2018 7:48","COLUMBUS",8
"PHONE","AA","1/5/2018 07:40",2018,1,"1/5/2018 07:41","1/5/2018 07:47","1/5/2018 07:42",39.97586184,-82.83704316,"E5","","","1/5/2018 8:09","COLUMBUS",5
"ANI/ALI","AAB","1/5/2018 07:45",2018,1,"1/5/2018 07:45","1/5/2018 07:50","1/5/2018 07:45",NA,NA,"","","","1/5/2018 7:52","COLUMBUS",20
"PHONE","AA","1/5/2018 07:57",2018,1,"1/5/2018 07:57","1/5/2018 08:02","1/5/2018 07:58",39.94881739,-82.94973994,"E15","","","1/5/2018 8:13","COLUMBUS",15
"ANI/ALI","AA","1/5/2018 08:23",2018,1,"1/5/2018 08:24","1/5/2018 08:30","1/5/2018 08:24",40.11141343,-83.0654717,"E27","1/5/2018 8:45","1/5/2018 8:59","1/5/2018 9:23","COLUMBUS",27
"PHONE","AAB","1/5/2018 08:32",2018,1,"1/5/2018 08:32","1/5/2018 08:37","1/5/2018 08:33",39.9443558,-82.87665734,"E23","","","1/5/2018 8:41","COLUMBUS",23
"PHONE","AA","1/5/2018 08:57",2018,1,"1/5/2018 08:57","1/5/2018 09:00","1/5/2018 08:57",40.11206549,-83.07254164,"E27","","","1/5/2018 9:03","COLUMBUS",27
"ANI/ALI","AAB","1/5/2018 09:10",2018,1,"1/5/2018 09:12","1/5/2018 09:15","1/5/2018 09:13",40.08051343,-82.87682136,"E29","","","1/5/2018 9:22","COLUMBUS",29
"ANI/ALI","AA","1/5/2018 09:34",2018,1,"1/5/2018 09:35","1/5/2018 09:40","1/5/2018 09:35",39.96896232,-82.9678058,"E8","","","1/5/2018 9:49","COLUMBUS",1
"ANI/ALI","AAB","1/5/2018 09:46",2018,1,"1/5/2018 09:47","1/5/2018 09:55","1/5/2018 09:47",39.94187643,-82.82642876,"E162","","","1/5/2018 9:58","COLUMBUS",23
"ANI/ALI","AAB","1/5/2018 10:26",2018,1,"1/5/2018 10:26","1/5/2018 10:35","1/5/2018 10:27",40.08156776,-82.87760613,"E29","","","1/5/2018 10:38","COLUMBUS",121
"ANI/ALI","AA","1/5/2018 10:59",2018,1,"1/5/2018 10:59","1/5/2018 11:03","1/5/2018 11:00",40.111282,-83.0654027,"E27","1/5/2018 11:18","1/5/2018 11:28","1/5/2018 11:47","COLUMBUS",27
"ANI/ALI","AA","1/5/2018 11:16",2018,1,"1/5/2018 11:17","1/5/2018 11:20","1/5/2018 11:17",39.99377042,-82.98471914,"E7","","","1/5/2018 11:36","COLUMBUS",7
"ANI/ALI","AA","1/5/2018 11:24",2018,1,"1/5/2018 11:25","1/5/2018 11:29","1/5/2018 11:26",40.03560736,-83.01730264,"E19","","","1/5/2018 11:33","COLUMBUS",19
"PHONE","AA","1/5/2018 14:47",2018,1,"1/5/2018 14:47","1/5/2018 14:50","1/5/2018 14:48",39.97572466,-82.83701752,"E5","","","1/5/2018 15:00","COLUMBUS",5
"ANI/ALI","AAB","1/5/2018 15:24",2018,1,"1/5/2018 15:25","1/5/2018 15:28","1/5/2018 15:25",NA,NA,"","","","1/5/2018 15:29","COLUMBUS",15
"OFFICER","AA","1/5/2018 16:00",2018,1,"1/5/2018 16:01","1/5/2018 16:04","1/5/2018 16:02",39.97273636,-83.14759275,"E26","1/5/2018 16:11","1/5/2018 16:21","1/5/2018 16:28","COLUMBUS",26
"ANI/ALI","AA","1/5/2018 16:06",2018,1,"1/5/2018 16:06","1/5/2018 16:10","1/5/2018 16:07",39.96906458,-82.99637415,"E1","","","1/5/2018 16:12","COLUMBUS",3
"PHONE","AA","1/5/2018 16:10",2018,1,"1/5/2018 16:10","1/5/2018 16:12","1/5/2018 16:11",39.93975344,-83.00233102,"E3","1/5/2018 16:26","1/5/2018 16:33","1/5/2018 16:54","COLUMBUS",2
"ANI/ALI","AA","1/5/2018 17:03",2018,1,"1/5/2018 17:04","1/5/2018 17:09","1/5/2018 17:05",39.97572466,-82.83701752,"E5","","","1/5/2018 17:12","COLUMBUS",5
"PHONE","AA","1/5/2018 17:07",2018,1,"1/5/2018 17:08","1/5/2018 17:14","1/5/2018 17:08",40.08757159,-82.95994618,"E6","","","1/5/2018 17:22","COLUMBUS",6
"PHONE","AA","1/5/2018 17:09",2018,1,"1/5/2018 17:09","1/5/2018 17:10","1/5/2018 17:09",39.98515193,-82.93088647,"E20","","","1/5/2018 17:16","COLUMBUS",20
"PHONE","AA","1/5/2018 17:18",2018,1,"1/5/2018 17:18","1/5/2018 17:20","1/5/2018 17:19",39.87585731,-82.9638483,"E171","","","1/5/2018 17:35","COLUMBUS",171
"PHONE","AA","1/5/2018 17:28",2018,1,"1/5/2018 17:28","1/5/2018 17:32","1/5/2018 17:29",39.92080264,-83.060602,"E193","","","1/5/2018 17:57","COLUMBUS",193
"ANI/ALI","AA","1/5/2018 17:41",2018,1,"1/5/2018 17:42","1/5/2018 17:48","1/5/2018 17:43",40.07331434,-83.07625955,"E11","","","1/5/2018 17:55","COLUMBUS",27
"ANI/ALI","AA","1/5/2018 17:54",2018,1,"1/5/2018 17:54","1/5/2018 17:58","1/5/2018 17:55",39.99164676,-83.00337732,"E7","","","1/5/2018 17:59","COLUMBUS",7
"ANI/ALI","AAB","1/5/2018 18:04",2018,1,"1/5/2018 18:05","1/5/2018 18:07","1/5/2018 18:06",39.94187643,-82.82642876,"E162","","","1/5/2018 18:32","COLUMBUS",23
"ANI/ALI","PS","1/5/2018 18:12",2018,1,"1/5/2018 18:12","1/5/2018 18:15","1/5/2018 18:13",39.95668404,-82.91033417,"E21","1/5/2018 18:31","1/5/2018 18:43","1/5/2018 19:16","COLUMBUS",21
"ANI/ALI","AA","1/5/2018 18:30",2018,1,"1/5/2018 18:31","1/5/2018 18:36","1/5/2018 18:31",40.07331434,-83.07625955,"E11","","","1/5/2018 18:51","COLUMBUS",19
"ANI/ALI","AAB","1/5/2018 18:41",2018,1,"1/5/2018 18:41","1/5/2018 18:46","1/5/2018 18:41",NA,NA,"","","","1/5/2018 18:51","COLUMBUS",2
"ANI/ALI","AAB","1/5/2018 18:45",2018,1,"1/5/2018 18:46","1/5/2018 18:50","1/5/2018 18:47",NA,NA,"","","","1/5/2018 18:54","COLUMBUS",23
"ANI/ALI","AAB","1/5/2018 18:58",2018,1,"1/5/2018 18:58","1/5/2018 19:04","1/5/2018 18:59",39.97271317,-83.14731779,"E26","","","1/5/2018 19:07","COLUMBUS",26
"ANI/ALI","AAB","1/5/2018 19:01",2018,1,"1/5/2018 19:02","1/5/2018 19:05","1/5/2018 19:02",40.06024283,-82.97686668,"E24","1/5/2018 19:22","1/5/2018 19:34","1/5/2018 20:09","COLUMBUS",24
"ANI/ALI","AAB","1/5/2018 19:31",2018,1,"1/5/2018 19:32","1/5/2018 19:38","1/5/2018 19:33",NA,NA,"","1/5/2018 19:44","1/5/2018 20:01","1/5/2018 20:22","COLUMBUS",28
"ANI/ALI","AAC","1/5/2018 20:04",2018,1,"1/5/2018 20:04","1/5/2018 20:08","1/5/2018 20:04",39.90674217,-82.82486295,"E32","","","1/5/2018 20:36","MADISON TOWNSHIP",32
"OFFICER","AA","1/5/2018 20:07",2018,1,"1/5/2018 20:07","1/5/2018 20:12","1/5/2018 20:08",39.90112839,-82.98662551,"E22","","","1/5/2018 20:16","COLUMBUS",22
"PHONE","AAB","1/5/2018 20:19",2018,1,"1/5/2018 20:20","1/5/2018 20:25","1/5/2018 20:21",40.08156776,-82.87760613,"E29","","","1/5/2018 20:33","COLUMBUS",29
"ANI/ALI","AA","1/5/2018 20:26",2018,1,"1/5/2018 20:26","1/5/2018 20:30","1/5/2018 20:27",39.95423806,-82.99501264,"E2","","","1/5/2018 20:40","COLUMBUS",3
"ANI/ALI","AA","1/5/2018 20:28",2018,1,"1/5/2018 20:28","1/5/2018 20:32","1/5/2018 20:29",39.95891198,-83.02924227,"E10","","","1/5/2018 20:55","COLUMBUS",25
"ANI/ALI","PS","1/5/2018 20:43",2018,1,"1/5/2018 20:43","1/5/2018 20:45","1/5/2018 20:44",40.11141343,-83.0654717,"E27","1/5/2018 20:57","1/5/2018 21:07","1/5/2018 21:45","COLUMBUS",27
"ANI/ALI","AA","1/5/2018 20:45",2018,1,"1/5/2018 20:45","1/5/2018 20:51","1/5/2018 20:46",40.13633727,-82.99637404,"E33","","","1/5/2018 21:12","COLUMBUS",33
"ANI/ALI","PS","1/5/2018 21:17",2018,1,"1/5/2018 21:17","1/5/2018 21:20","1/5/2018 21:18",39.99410122,-83.00713912,"E7","1/5/2018 21:34","1/5/2018 21:40","1/5/2018 22:05","COLUMBUS",18
"ANI/ALI","PS","1/5/2018 21:27",2018,1,"1/5/2018 21:27","1/5/2018 21:32","1/5/2018 21:28",39.98541761,-82.93328626,"E20","1/5/2018 21:41","1/5/2018 21:49","1/5/2018 22:06","COLUMBUS",20
"PHONE","AA","1/5/2018 21:59",2018,1,"1/5/2018 22:00","1/5/2018 22:04","1/5/2018 22:01",39.95671421,-82.91034148,"E21","","","1/5/2018 22:22","COLUMBUS",21
"ANI/ALI","PS","1/5/2018 22:45",2018,1,"1/5/2018 22:45","1/5/2018 22:46","1/5/2018 22:45",39.94433968,-82.87654669,"E23","1/5/2018 22:52","1/5/2018 23:08","1/5/2018 23:59","COLUMBUS",23
"ANI/ALI","AA","1/5/2018 23:11",2018,1,"1/5/2018 23:11","1/5/2018 23:17","1/5/2018 23:13",39.97832567,-83.04490525,"E51","","","1/5/2018 23:25","COLUMBUS",25
"PHONE","AAB","1/5/2018 23:20",2018,1,"1/5/2018 23:20","1/5/2018 23:25","1/5/2018 23:21",39.99887723,-82.97647385,"E18","","","1/5/2018 23:28","COLUMBUS",18
"ANI/ALI","AA","1/5/2018 23:25",2018,1,"1/5/2018 23:25","1/5/2018 23:31","1/5/2018 23:26",40.11129329,-83.06533844,"E27","","","1/5/2018 23:48","COLUMBUS",27
"ANI/ALI","AA","1/6/2018 01:10",2018,1,"1/6/2018 01:11","1/6/2018 01:13","1/6/2018 01:11",39.97645537,-82.92860597,"E20","","","1/6/2018 1:21","COLUMBUS",20
"ANI/ALI","PS","1/6/2018 01:20",2018,1,"1/6/2018 01:21","1/6/2018 01:25","1/6/2018 01:22",40.02374305,-82.98177197,"E16","1/6/2018 1:44","1/6/2018 1:54","1/6/2018 2:20","COLUMBUS",16
"ANI/ALI","VHS","1/6/2018 01:49",2018,1,"1/6/2018 01:50","1/6/2018 01:55","1/6/2018 01:51",39.92084091,-83.06063439,"E193","1/6/2018 2:18","1/6/2018 2:28","1/6/2018 3:05","COLUMBUS",193
"ANI/ALI","AA","1/6/2018 01:52",2018,1,"1/6/2018 01:52","1/6/2018 01:59","1/6/2018 01:54",40.06909906,-83.14971781,"E34","1/6/2018 2:19","1/6/2018 2:32","1/6/2018 3:06","COLUMBUS",34
"ANI/ALI","AAB","1/6/2018 03:19",2018,1,"1/6/2018 03:19","1/6/2018 03:26","1/6/2018 03:20",40.08758556,-82.95988552,"E6","","","1/6/2018 3:33","COLUMBUS",6
"PHONE","AA","1/6/2018 03:19",2018,1,"1/6/2018 03:20","1/6/2018 03:26","1/6/2018 03:21",40.13635023,-82.99655653,"E33","","","1/6/2018 3:47","COLUMBUS",33
"PHONE","AA","1/6/2018 06:42",2018,1,"1/6/2018 06:42","1/6/2018 06:49","1/6/2018 06:44",39.95423806,-82.99501264,"E2","","","1/6/2018 6:55","COLUMBUS",15
"PHONE","AAB","1/6/2018 07:34",2018,1,"1/6/2018 07:35","1/6/2018 07:38","1/6/2018 07:36",39.94882004,-82.94976493,"E15","","","1/6/2018 7:44","COLUMBUS",15
"ANI/ALI","AA","1/6/2018 08:13",2018,1,"1/6/2018 08:14","1/6/2018 08:18","1/6/2018 08:15",40.08757418,-82.95998552,"E6","","","1/6/2018 8:26","COLUMBUS",6
"PHONE","AAB","1/6/2018 09:16",2018,1,"1/6/2018 09:16","1/6/2018 09:27","1/6/2018 09:17",40.02635873,-82.94645014,"E132","1/6/2018 9:40","","1/6/2018 10:20","COLUMBUS",132
"ANI/ALI","AA","1/6/2018 09:54",2018,1,"1/6/2018 09:55","1/6/2018 10:03","1/6/2018 09:57",40.03360319,-82.90871405,"E28","","","1/6/2018 10:07","COLUMBUS",28
"ANI/ALI","AAC","1/6/2018 10:06",2018,1,"1/6/2018 10:06","1/6/2018 10:07","1/6/2018 10:06",39.99892171,-82.97633495,"E18","1/6/2018 10:37","1/6/2018 10:44","1/6/2018 11:10","COLUMBUS",18
"OFFICER","AA","1/6/2018 10:20",2018,1,"1/6/2018 10:20","1/6/2018 10:22","1/6/2018 10:21",39.94885515,-82.94991496,"E15","","","1/6/2018 10:29","COLUMBUS",15
"PHONE","AAC","1/6/2018 10:46",2018,1,"1/6/2018 10:46","1/6/2018 10:49","1/6/2018 10:47",39.84660547,-82.8285605,"E182","1/6/2018 11:04","1/6/2018 11:22","1/6/2018 12:17","CANAL WINCHESTER",182
"ANI/ALI","AA","1/6/2018 10:48",2018,1,"1/6/2018 10:48","1/6/2018 10:51","1/6/2018 10:49",39.97015678,-82.99646402,"E1","1/6/2018 11:01","1/6/2018 11:03","1/6/2018 11:17","COLUMBUS",3
"ANI/ALI","AA","1/6/2018 11:12",2018,1,"1/6/2018 11:12","1/6/2018 11:15","1/6/2018 11:13",39.98386342,-83.02486814,"E25","","","1/6/2018 11:20","COLUMBUS",25
"PHONE","AA","1/6/2018 11:17",2018,1,"1/6/2018 11:17","1/6/2018 11:22","1/6/2018 11:18",40.08764848,-82.95993955,"E6","","","1/6/2018 11:30","COLUMBUS",6
"ANI/ALI","AA","1/6/2018 11:31",2018,1,"1/6/2018 11:31","1/6/2018 11:35","1/6/2018 11:33",39.94330555,-83.08417997,"E12","","","1/6/2018 11:47","COLUMBUS",12
"ANI/ALI","AA","1/6/2018 14:00",2018,1,"1/6/2018 14:01","1/6/2018 14:07","1/6/2018 14:02",40.07331434,-83.07625955,"E11","","","1/6/2018 14:30","COLUMBUS",27
"PHONE","AA","1/6/2018 14:06",2018,1,"1/6/2018 14:06","1/6/2018 14:10","1/6/2018 14:06",39.9558054,-83.06093788,"E17","1/6/2018 14:19","1/6/2018 14:27","1/6/2018 14:38","FRANKLIN TOWNSHIP",17
"PHONE","AA","1/6/2018 14:33",2018,1,"1/6/2018 14:34","1/6/2018 14:37","1/6/2018 14:35",39.95423806,-82.99501264,"E2","","","1/6/2018 14:46","COLUMBUS",3
"PHONE","AA","1/6/2018 14:50",2018,1,"1/6/2018 14:50","1/6/2018 14:56","1/6/2018 14:51",40.11141343,-83.0654717,"E27","","","1/6/2018 15:18","COLUMBUS",27
"PHONE","AA","1/6/2018 15:03",2018,1,"1/6/2018 15:03","1/6/2018 15:07","1/6/2018 15:04",40.13627088,-82.99649516,"E33","","","1/6/2018 15:13","COLUMBUS",33
"PHONE","AA","1/6/2018 15:12",2018,1,"1/6/2018 15:12","1/6/2018 15:20","1/6/2018 15:13",40.06024283,-82.97686668,"E24","1/6/2018 15:33","1/6/2018 15:40","1/6/2018 16:09","COLUMBUS",24
"ANI/ALI","AAB","1/6/2018 15:37",2018,1,"1/6/2018 15:40","1/6/2018 15:43","1/6/2018 15:41",39.96896232,-82.9678058,"E8","1/6/2018 15:55","1/6/2018 15:59","1/6/2018 16:09","COLUMBUS",8
"PHONE","AA","1/6/2018 15:44",2018,1,"1/6/2018 15:44","1/6/2018 15:45","1/6/2018 15:44",40.05961505,-82.9544843,"E24","","","1/6/2018 15:49","COLUMBUS",61
"ANI/ALI","AAB","1/6/2018 16:54",2018,1,"1/6/2018 16:54","1/6/2018 16:56","1/6/2018 16:54",39.93982102,-83.00257759,"E3","","","1/6/2018 17:46","COLUMBUS",2
"PHONE","AAB","1/6/2018 17:07",2018,1,"1/6/2018 17:08","1/6/2018 17:11","1/6/2018 17:08",NA,NA,"","","","1/6/2018 17:20","COLUMBUS",192
"PHONE","AAB","1/6/2018 18:04",2018,1,"1/6/2018 18:05","1/6/2018 18:09","1/6/2018 18:05",40.11130424,-83.06534568,"E27","","","1/6/2018 18:13","COLUMBUS",27
"PHONE","AA","1/6/2018 18:36",2018,1,"1/6/2018 18:36","1/6/2018 18:39","1/6/2018 18:37",39.95664555,-82.91035178,"E21","","","1/6/2018 18:45","COLUMBUS",21
"ANI/ALI","AAC","1/6/2018 18:56",2018,1,"1/6/2018 18:57","1/6/2018 19:00","1/6/2018 18:57",40.06024283,-82.97686668,"E24","","","1/6/2018 19:13","COLUMBUS",24
"PHONE","AA","1/6/2018 20:35",2018,1,"1/6/2018 20:35","1/6/2018 20:38","1/6/2018 20:36",39.92074516,-83.06056588,"E193","","","1/6/2018 20:43","COLUMBUS",193
"ANI/ALI","AA","1/6/2018 22:55",2018,1,"1/6/2018 22:55","1/6/2018 22:57","1/6/2018 22:56",40.08764848,-82.95993955,"E6","1/6/2018 23:03","1/6/2018 23:15","1/7/2018 0:12","COLUMBUS",6
"ANI/ALI","AA","1/6/2018 23:18",2018,1,"1/6/2018 23:18","1/6/2018 23:24","1/6/2018 23:19",40.03362186,-82.90887129,"E28","","","1/6/2018 23:36","COLUMBUS",28
"PHONE","AA","1/6/2018 23:51",2018,1,"1/6/2018 23:51","1/6/2018 23:55","1/6/2018 23:52",39.95791022,-83.03644411,"E17","","","1/6/2018 23:56","COLUMBUS",10
"ANI/ALI","PS","1/7/2018 00:15",2018,1,"1/7/2018 00:15","1/7/2018 00:20","1/7/2018 00:16",39.98386342,-83.02486814,"E25","1/7/2018 0:30","1/7/2018 0:35","1/7/2018 0:54","COLUMBUS",9
"PHONE","AAB","1/7/2018 05:14",2018,1,"1/7/2018 05:14","1/7/2018 05:20","1/7/2018 05:15",39.9106535,-83.13490824,"E31","","","1/7/2018 5:24","COLUMBUS",31
"PHONE","AA","1/7/2018 07:45",2018,1,"1/7/2018 07:46","1/7/2018 07:52","1/7/2018 07:46",NA,NA,"","","","1/7/2018 8:56","COLUMBUS",4
"ANI/ALI","AAB","1/7/2018 13:20",2018,1,"1/7/2018 13:20","1/7/2018 13:26","1/7/2018 13:21",40.11141343,-83.0654717,"E27","1/7/2018 13:41","1/7/2018 13:51","1/7/2018 14:41","COLUMBUS",27
"PHONE","AA","1/7/2018 13:57",2018,1,"1/7/2018 13:57","1/7/2018 14:01","1/7/2018 13:58",39.90662632,-82.82506203,"E32","1/7/2018 14:18","1/7/2018 14:35","1/7/2018 15:04","COLUMBUS",32
"PHONE","AA","1/7/2018 14:49",2018,1,"1/7/2018 14:49","1/7/2018 15:03","1/7/2018 14:50",NA,NA,"","","","1/7/2018 15:03","COLUMBUS",33
"PHONE","AA","1/7/2018 15:09",2018,1,"1/7/2018 15:09","1/7/2018 15:14","1/7/2018 15:10",40.02635873,-82.94645014,"E132","","","1/7/2018 15:16","COLUMBUS",20
"PHONE","AA","1/7/2018 15:23",2018,1,"1/7/2018 15:23","1/7/2018 15:26","1/7/2018 15:24",40.13631266,-82.9963524,"E33","","","1/7/2018 15:37","COLUMBUS",33
"PHONE","AA","1/7/2018 17:20",2018,1,"1/7/2018 17:20","1/7/2018 17:23","1/7/2018 17:21",39.91068861,-83.13501551,"E31","","","1/7/2018 17:26","COLUMBUS",31
"PHONE","AA","1/7/2018 20:44",2018,1,"1/7/2018 20:44","1/7/2018 20:50","1/7/2018 20:44",NA,NA,"","","","1/7/2018 21:00","COLUMBUS",20
"PHONE","AAB","1/7/2018 21:28",2018,1,"1/7/2018 21:28","1/7/2018 21:40","1/7/2018 21:29",40.04681099,-82.95543627,"E61","","","1/7/2018 21:40","COLUMBUS",61
"PHONE","AA","1/8/2018 02:13",2018,1,"1/8/2018 02:14","1/8/2018 02:21","1/8/2018 02:16",40.03356937,-82.9089674,"E28","","","1/8/2018 2:29","COLUMBUS",28
"PHONE","AA","1/8/2018 02:22",2018,1,"1/8/2018 02:22","1/8/2018 02:35","1/8/2018 02:24",NA,NA,"","","","1/8/2018 2:43","COLUMBUS",101
"ANI/ALI","AAB","1/8/2018 04:41",2018,1,"1/8/2018 04:41","1/8/2018 04:46","1/8/2018 04:41",39.94884188,-82.94979717,"E15","1/8/2018 5:13","1/8/2018 5:22","","COLUMBUS",4
"PHONE","AAB","1/8/2018 04:54",2018,1,"1/8/2018 04:54","1/8/2018 04:59","1/8/2018 04:56",NA,NA,"","","","1/8/2018 5:07","COLUMBUS",22
"ANI/ALI","AA","1/8/2018 05:00",2018,1,"1/8/2018 05:00","1/8/2018 05:04","1/8/2018 05:02",NA,NA,"","","","1/8/2018 5:10","COLUMBUS",31
"ANI/ALI","AAB","1/8/2018 06:31",2018,1,"1/8/2018 06:31","1/8/2018 06:42","1/8/2018 06:32",40.03360319,-82.90871405,"E28","","","1/8/2018 6:50","COLUMBUS",28
"PHONE","AAB","1/8/2018 07:01",2018,1,"1/8/2018 07:02","1/8/2018 07:10","1/8/2018 07:02",39.9558054,-83.06093788,"E17","","","1/8/2018 7:18","COLUMBUS",17
"PHONE","AA","1/8/2018 07:10",2018,1,"1/8/2018 07:11","1/8/2018 07:18","1/8/2018 07:11",39.98544027,-82.93309726,"E20","1/8/2018 7:25","","1/8/2018 7:53","COLUMBUS",20
"PHONE","AAB","1/8/2018 07:44",2018,1,"1/8/2018 07:44","1/8/2018 07:56","1/8/2018 07:44",39.89299077,-82.98679311,"E22","1/8/2018 8:03","1/8/2018 8:24","1/8/2018 8:38","COLUMBUS",172
"PHONE","AA","1/8/2018 07:48",2018,1,"1/8/2018 07:49","1/8/2018 08:03","1/8/2018 07:50",NA,NA,"","1/8/2018 8:12","1/8/2018 8:35","1/8/2018 9:08","OBETZ",171
"ANI/ALI","AAC","1/8/2018 08:00",2018,1,"1/8/2018 08:01","1/8/2018 08:05","1/8/2018 08:01",39.95210158,-82.99713047,"E1","1/8/2018 8:26","1/8/2018 8:33","1/8/2018 9:07","COLUMBUS",1
"ANI/ALI","AA","1/8/2018 08:17",2018,1,"1/8/2018 08:17","1/8/2018 08:23","1/8/2018 08:18",40.03360319,-82.90871405,"E28","","","1/8/2018 8:30","COLUMBUS",28
"PHONE","AAC","1/8/2018 08:54",2018,1,"1/8/2018 08:54","1/8/2018 08:58","1/8/2018 08:54",39.92036007,-83.06014919,"E193","1/8/2018 9:17","1/8/2018 9:40","1/8/2018 9:45","HAMILTON TOWNSHIP",171
"ANI/ALI","AA","1/8/2018 08:56",2018,1,"1/8/2018 08:56","1/8/2018 09:01","1/8/2018 08:57",39.91217152,-82.9076937,"E4","","","1/8/2018 9:06","COLUMBUS",4
"PHONE","AAB","1/8/2018 09:07",2018,1,"1/8/2018 09:08","1/8/2018 09:14","1/8/2018 09:08",39.84667774,-82.8282403,"E182","","","1/8/2018 9:19","MADISON TOWNSHIP",182
"PHONE","AA","1/8/2018 09:15",2018,1,"1/8/2018 09:15","1/8/2018 09:15","1/8/2018 09:15",NA,NA,"","","","1/8/2018 9:41","OBETZ",171
"PHONE","AAB","1/8/2018 09:28",2018,1,"1/8/2018 09:28","1/8/2018 09:34","1/8/2018 09:29",NA,NA,"","","","1/8/2018 9:44","COLUMBUS",12
"ANI/ALI","AAB","1/8/2018 10:07",2018,1,"1/8/2018 10:07","1/8/2018 10:10","1/8/2018 10:07",NA,NA,"","","","1/8/2018 10:16","COLUMBUS",1
